name,offset,classification,cfg_status
Draw_Vertical_Run_Multi_,1204061,routine_entry,matches
Anti_Alias_Line_,1204189,routine_entry,matches
Draw_Horizontal_Run_Alias_,1205809,routine_entry,matches
Draw_Vertical_Run_Alias_,1205932,routine_entry,matches
Plasma_Box_,1206056,routine_entry,matches
Create_Plasma_Line_,1206488,routine_entry,matches
Plasma_Line_,1206831,routine_entry,matches
Draw_Horizontal_Run_Plasma_,1208483,routine_entry,matches
Draw_Vertical_Run_Plasma_,1208609,routine_entry,matches
Replace_Color_,1208735,routine_entry,matches+unresolved
Replace_Color_All_,1209406,routine_entry,matches+unresolved
No_Replace_Mask_Msg_,1210063,routine_entry,matches
Replace_Color_Gradient_,1210104,routine_entry,matches+unresolved
Replace_Gradient_Range_,1210883,routine_entry,matches
Replace_Color_Range_,1211782,routine_entry,matches
Establish_Color_Gradient_,1212640,routine_entry,shorter+unresolved
Shift_Palette_Range_,1212853,routine_entry,matches
Gray_Scale_Off_Page_,1212969,routine_entry,shorter+unresolved
Interlaced_Gray_Scale_Off_Page_,1213119,routine_entry,shorter+unresolved
_angle_to_sin,1213445,routine_entry,shorter
Get_Angle_,1213625,routine_entry,matches
Sin_,1213973,routine_entry,matches
Cos_,1214326,routine_entry,matches
Rotate_Coordinates_,1214386,routine_entry,shorter
strcmp_,1215376,routine_entry,shorter
Set_Bank_Write_Vesa_,1215540,routine_entry,matches
Set_Bank_Read_Vesa_,1215576,routine_entry,matches
Switch_Video_Pages_Vesa_,1215623,routine_entry,shorter+unresolved
Get_Bank_Write_Vesa_,1215664,routine_entry,matches
Fast_Screen_Block_Copy_,1215712,routine_entry,matches
Add_Square_To_Scan_List_,1215726,routine_entry,shorter+unresolved
cget_file_,1216018,routine_entry,matches
uncget_file_,1216102,routine_entry,matches
vfscanf_,1216110,routine_entry,matches
fscanf_,1216149,routine_entry,matches
fputs_,1216182,routine_entry,matches
_netLobby,1216305,routine_entry,shorter+unresolved
Net_Init_,1216315,routine_entry,matches+unresolved
Net_Uninit_,1216610,routine_entry,matches+unresolved
Net_Update_,1216699,routine_entry,matches+unresolved
Net_Is_Sending_,1216807,routine_entry,matches
Net_Send_Message_,1216851,routine_entry,matches
Net_Status_,1217036,routine_entry,matches
Net_Get_Users_,1217172,routine_entry,matches
Set_Null_Modem_Slave_,1217368,routine_entry,shorter+unresolved
Set_Null_Modem_Host_,1217415,routine_entry,shorter+unresolved
Net_Is_User_Valid_,1217462,routine_entry,matches
Net_Host_ID_,1217607,routine_entry,matches
Net_Update_Game_List_,1217654,routine_entry,shorter+unresolved
Net_Get_Game_Count_,1218137,routine_entry,matches
Net_Get_Game_Name_,1218186,routine_entry,matches
Net_Get_Game_Status_,1218296,routine_entry,matches
Net_Join_Game_,1218383,routine_entry,matches
Net_Create_Game_,1218605,routine_entry,matches
Net_Get_Player_Count_,1218794,routine_entry,matches
Net_Enable_New_Players_,1218894,routine_entry,matches
Net_Disable_New_Players_,1218959,routine_entry,matches
Net_New_Players_Enabled_,1219024,routine_entry,matches
memmove_,1219071,routine_entry,matches
_dos_findfirst_,1219148,routine_entry,matches
_dos_findnext_,1219177,routine_entry,matches
_dos_findclose_,1219205,routine_entry,shorter
strncpy_,1219278,routine_entry,matches
Reduce_Palette_,1219315,routine_entry,matches
Split_Cube_,1219966,routine_entry,matches
Sort_Cube_Points_,1221801,routine_entry,matches
Find_Longest_Axis_,1222417,routine_entry,matches
Initial_Cube_,1222604,routine_entry,shorter+unresolved
Find_Next_Lowest_Cube_Level_,1222735,routine_entry,matches
Shrink_Cube_,1223059,routine_entry,matches
Clear_Reduced_Palette_Groups_,1223361,routine_entry,shorter+unresolved
Add_Reduced_Palette_Group_,1223401,routine_entry,matches
Compress_Reduced_Palette_Groups_,1223681,routine_entry,matches
strncmp_,1223902,routine_entry,matches
LBX_create_,1223943,routine_entry,matches
LBX_init_,1223987,routine_entry,matches
LBX_uninit_,1224308,routine_entry,matches
LBX_readRecord_,1224379,routine_entry,matches
LBX_readPartialRecord_,1224534,routine_entry,matches
LBX_getRecordLength_,1224658,routine_entry,matches
LBX_getRecordLocation_,1224713,routine_entry,matches
LBX_writeRecord_,1224768,routine_entry,matches
LBX_appendRecord_,1225607,routine_entry,matches
LBX_deleteRecord_,1226399,routine_entry,matches
Save_Block_To_Drive_,1227197,routine_entry,matches
Restore_Block_From_Drive_,1227398,routine_entry,matches
Bolt_Line_,1227515,routine_entry,matches
Bolt_Segment_,1228484,routine_entry,matches
Wide_Bolt_Line_,1229356,routine_entry,matches
_stricmp_,1230998,routine_entry,matches
strcmpi_,1230998,routine_entry,matches
stricmp_,1230998,routine_entry,matches
mem_putc_,1231069,routine_entry,matches
vsprintf_,1231088,routine_entry,matches
time_,1231109,routine_entry,matches
_localtime_,1231156,routine_entry,matches
localtime_,1231237,routine_entry,matches
fgetc_,1231250,routine_entry,matches
__filbuf_,1231387,routine_entry,matches
__fill_buffer_,1231434,routine_entry,matches
_nfree_,1231606,routine_entry,matches
free_,1231606,routine_entry,matches
_nmalloc_,1231736,routine_entry,matches
malloc_,1231736,routine_entry,matches
Init_Modem_,1231963,routine_entry,matches
Uninit_Modem_,1232069,routine_entry,matches
Modem_Output_,1232119,routine_entry,matches
Modem_Read_Char_,1232212,routine_entry,matches
Modem_Answer_,1232293,routine_entry,matches+unresolved
Modem_Dial_Number_,1232385,routine_entry,shorter+unresolved
Get_Modem_Error_,1232600,routine_entry,matches
Modem_Connected_,1232861,routine_entry,matches
Modem_Hang_Up_,1232936,routine_entry,matches
Modem_Reset_,1233137,routine_entry,matches
Modem_Write_Char_,1233296,routine_entry,matches
Modem_Open_Port_,1233351,routine_entry,matches+unresolved
Modem_Close_Port_,1233510,routine_entry,matches+unresolved
InitTransportLayer_,1233574,routine_entry,matches+unresolved
UninitTransportLayer_,1233732,routine_entry,shorter+unresolved
PacketAcked_,1233820,routine_entry,matches
UserIsValid_,1233999,routine_entry,matches
SendPacketBurst_,1234379,routine_entry,matches+unresolved
UpdateTransportLayer_,1234648,routine_entry,matches+unresolved
ResetSending_,1234779,routine_entry,shorter+unresolved
ResetReceiving_,1234949,routine_entry,shorter+unresolved
SendAck_,1235047,routine_entry,matches
NumUsers_,1235225,routine_entry,matches
AllAcknowledged_,1235325,routine_entry,shorter+unresolved
ReceiveLargeUserMessage_,1235643,routine_entry,matches+unresolved
SendPacket_,1236606,routine_entry,matches
SendLargeUserMessage_,1236927,routine_entry,matches+unresolved
OutputDebugString_,1237382,routine_entry,matches
_toupper_,1237546,routine_entry,matches
toupper_,1237546,routine_entry,matches
_tolower_,1237560,routine_entry,matches
tolower_,1237560,routine_entry,matches
Print_Paragraph_,1237574,routine_entry,shorter+unresolved
Mark_Paragraph_,1238143,routine_entry,shorter+unresolved
Get_Paragraph_Max_Height_,1239167,routine_entry,matches
Get_Paragraph_Max_Width_,1239290,routine_entry,matches
Reset_Paragraph_Exclusions_,1239710,routine_entry,shorter+unresolved
Set_Paragraph_Exclusion_Area_,1239750,routine_entry,matches
Set_Paragraph_Exclusion_Picture_,1239893,routine_entry,matches
Remove_Paragraph_Marks_,1240062,routine_entry,matches
Print_Paragraph_To_Bitmap_,1240148,routine_entry,shorter+unresolved
_strupr_,1240665,routine_entry,matches
strupr_,1240665,routine_entry,matches
Blinds_Fade_,1240702,routine_entry,matches
__CMain,1240860,routine_entry,shorter
__InitRtns,1240940,routine_entry,matches
__FiniRtns,1241015,routine_entry,matches
__null_FPE_rtn,1241094,routine_entry,matches
__Init_Argv_,1241095,routine_entry,matches
_SplitParms_,1241288,routine_entry,shorter
__CHK,1241568,routine_entry,matches
__GRO,1241584,routine_entry,matches
__STK,1241587,routine_entry,matches
__STKOVERFLOW_,1241617,routine_entry,matches
strcat_,1241632,routine_entry,matches
int386_,1241683,routine_entry,matches
sound_,1241712,routine_entry,matches
nosound_,1241786,routine_entry,shorter
delay_,1241804,routine_entry,matches
printf_,1241809,routine_entry,matches
__null_int23_exit_,1241843,routine_entry,matches
_null_exit_rtn_,1241843,routine_entry,matches
exit_,1241844,routine_entry,matches
_exit_,1241868,routine_entry,matches
_memavl_,1241890,routine_entry,matches
memcpy_,1241946,routine_entry,matches
strcpy_,1241983,routine_entry,matches
_dos_getfileattr_,1242014,routine_entry,matches
_dos_setfileattr_,1242041,routine_entry,shorter
_dos_getdiskfree_,1242060,routine_entry,matches
remove_,1242105,routine_entry,matches
getcwd_,1242110,routine_entry,matches
AILDEBUG_start_,1242246,routine_entry,matches+unresolved
_TIME_callback,1242414,routine_entry,matches
TIME_write_,1242522,routine_entry,matches
_AIL_startup,1242688,routine_entry,matches+unresolved
_AIL_shutdown,1243068,routine_entry,matches
_AIL_set_preference,1243215,routine_entry,extends
_AIL_lock,1243465,routine_entry,matches
_AIL_unlock,1243470,routine_entry,matches
_AIL_get_real_vect,1243475,routine_entry,extends
_AIL_set_real_vect,1243710,routine_entry,matches
_AIL_set_USE16_ISR,1243831,routine_entry,matches
_AIL_restore_USE16_ISR,1243969,routine_entry,matches
_AIL_disable_interrupts,1244085,routine_entry,matches
_AIL_restore_interrupts,1244090,routine_entry,matches
_AIL_call_driver,1244104,routine_entry,matches
_AIL_delay,1244382,routine_entry,matches
_AIL_background,1244491,routine_entry,matches
_AIL_read_INI,1244496,routine_entry,matches
_AIL_register_timer,1245353,routine_entry,matches
_AIL_set_timer_user,1245588,routine_entry,matches
_AIL_set_timer_period,1245831,routine_entry,matches
_AIL_set_timer_frequency,1245949,routine_entry,matches
_AIL_set_timer_divisor,1246067,routine_entry,matches
_AIL_interrupt_divisor,1246185,routine_entry,matches
_AIL_start_timer,1246407,routine_entry,matches
_AIL_start_all_timers,1246516,routine_entry,matches
_AIL_stop_timer,1246614,routine_entry,matches
_AIL_stop_all_timers,1246723,routine_entry,matches
_AIL_release_timer_handle,1246821,routine_entry,matches
_AIL_release_all_timers,1246930,routine_entry,matches
_AIL_get_IO_environment,1247028,routine_entry,matches
_AIL_install_driver,1247257,routine_entry,matches
_AIL_uninstall_driver,1247500,routine_entry,matches
_AIL_install_DIG_INI,1247609,routine_entry,matches
_AIL_install_DIG_driver_file,1247831,routine_entry,matches
_AIL_uninstall_DIG_driver,1248068,routine_entry,matches
_AIL_allocate_sample_handle,1248177,routine_entry,matches
_AIL_allocate_file_sample,1248406,routine_entry,matches
_AIL_release_sample_handle,1248655,routine_entry,matches
_AIL_init_sample,1248764,routine_entry,matches
_AIL_set_sample_file,1248873,routine_entry,matches
_AIL_set_sample_address,1249135,routine_entry,matches
_AIL_set_sample_type,1249265,routine_entry,matches
_AIL_start_sample,1249395,routine_entry,matches
_AIL_stop_sample,1249504,routine_entry,matches
_AIL_resume_sample,1249613,routine_entry,matches
_AIL_end_sample,1249722,routine_entry,matches
_AIL_set_sample_playback_rate,1249831,routine_entry,matches
_AIL_set_sample_volume,1249949,routine_entry,matches
_AIL_set_sample_pan,1250067,routine_entry,matches
_AIL_set_sample_loop_count,1250185,routine_entry,matches
_AIL_sample_status,1250303,routine_entry,matches
_AIL_sample_playback_rate,1250532,routine_entry,matches
_AIL_sample_volume,1250773,routine_entry,matches
_AIL_sample_pan,1251002,routine_entry,matches
_AIL_sample_loop_count,1251231,routine_entry,matches
_AIL_install_DIG_driver_image,1251460,routine_entry,matches
_AIL_minimum_sample_buffer_size,1251709,routine_entry,matches
_AIL_sample_buffer_ready,1251958,routine_entry,matches
_AIL_load_sample_buffer,1252187,routine_entry,matches
_AIL_set_sample_position,1252330,routine_entry,matches
_AIL_sample_position,1252448,routine_entry,matches
_AIL_register_SOB_callback,1252677,routine_entry,matches
_AIL_register_EOB_callback,1252914,routine_entry,matches
_AIL_register_EOS_callback,1253151,routine_entry,matches
_AIL_register_EOF_callback,1253388,routine_entry,matches
_AIL_set_sample_user_data,1253625,routine_entry,matches
_AIL_sample_user_data,1253755,routine_entry,matches
_AIL_active_sample_count,1253992,routine_entry,matches
_AIL_install_MDI_INI,1254221,routine_entry,matches
_AIL_install_MDI_driver_file,1254437,routine_entry,matches
_AIL_uninstall_MDI_driver,1254674,routine_entry,matches
_AIL_allocate_sequence_handle,1254783,routine_entry,matches
_AIL_release_sequence_handle,1255012,routine_entry,matches
_AIL_init_sequence,1255121,routine_entry,matches
_AIL_start_sequence,1255370,routine_entry,matches
_AIL_stop_sequence,1255479,routine_entry,matches
_AIL_resume_sequence,1255588,routine_entry,matches
_AIL_end_sequence,1255697,routine_entry,matches
_AIL_set_sequence_tempo,1255806,routine_entry,matches
_AIL_set_sequence_volume,1255936,routine_entry,matches
_AIL_set_sequence_loop_count,1256066,routine_entry,matches
_AIL_sequence_status,1256184,routine_entry,matches
_AIL_sequence_tempo,1256413,routine_entry,matches
_AIL_sequence_volume,1256642,routine_entry,matches
_AIL_sequence_loop_count,1256871,routine_entry,matches
_AIL_install_MDI_driver_image,1257100,routine_entry,matches
_AIL_set_GTL_filename_prefix,1257349,routine_entry,matches
_AIL_timbre_status,1257458,routine_entry,matches
_AIL_install_timbre,1257707,routine_entry,matches
_AIL_protect_timbre,1257956,routine_entry,matches
_AIL_unprotect_timbre,1258086,routine_entry,matches
_AIL_active_sequence_count,1258216,routine_entry,matches
_AIL_controller_value,1258445,routine_entry,matches
_AIL_channel_notes,1258694,routine_entry,matches
_AIL_sequence_position,1258931,routine_entry,matches
_AIL_branch_index,1259195,routine_entry,matches
_AIL_register_prefix_callback,1259313,routine_entry,matches
_AIL_register_trigger_callback,1259550,routine_entry,matches
_AIL_register_sequence_callback,1259787,routine_entry,matches
_AIL_register_event_callback,1260024,routine_entry,matches
_AIL_register_timbre_callback,1260261,routine_entry,matches
_AIL_set_sequence_user_data,1260498,routine_entry,matches
_AIL_sequence_user_data,1260628,routine_entry,matches
_AIL_register_ICA_array,1260865,routine_entry,matches
_AIL_lock_channel,1260983,routine_entry,matches
_AIL_release_channel,1261212,routine_entry,matches
_AIL_map_sequence_channel,1261330,routine_entry,matches
_AIL_true_sequence_channel,1261460,routine_entry,matches
_AIL_send_channel_voice_message,1261697,routine_entry,matches
_AIL_send_sysex_message,1261850,routine_entry,matches
_AIL_create_wave_synthesizer,1261968,routine_entry,matches
_AIL_destroy_wave_synthesizer,1262232,routine_entry,matches
AILDEBUG_end_,1262341,routine_entry,matches
strlen_,1262383,routine_entry,matches
Load_System_Font_,1262408,routine_entry,shorter+unresolved
Load_System_Mouse_,1263452,routine_entry,matches
_Full_at_exit_rtn_,1263819,routine_entry,matches+unresolved
atexit_,1263878,routine_entry,matches
_Alphabet,1263938,routine_entry,extends+unresolved
ultoa_,1263975,routine_entry,matches
_ltoa_,1264049,routine_entry,matches
ltoa_,1264049,routine_entry,matches
Print_Character_ASM_,1264076,routine_entry,matches
Print_Character_No_Alias_ASM_,1264134,routine_entry,matches
_disable_,1264198,routine_entry,matches
_enable_,1264200,routine_entry,matches
int386x_,1264202,routine_entry,shorter
Count_It_,1264228,routine_entry,matches
Get_ES_,1264261,routine_entry,matches
Get_DS_,1264267,routine_entry,matches
Save_Mouse_Hi_Res_,1264273,routine_entry,shorter+unresolved
Restore_Mouse_Hi_Res_,1265324,routine_entry,shorter+unresolved
Draw_Mouse_Buffer_,1266333,routine_entry,shorter+unresolved
Save_Mouse_Off_Page_,1267481,routine_entry,shorter+unresolved
Restore_Mouse_Off_Page_,1267792,routine_entry,shorter+unresolved
Draw_Mouse_Off_Page_Buffer_,1268063,routine_entry,shorter+unresolved
Set_Video_Mode_Lo_Res_,1268442,routine_entry,matches
Set_Video_Mode_Mode_X_,1268473,routine_entry,matches
Set_Video_Mode_Mode_X240_,1268504,routine_entry,matches
Set_Video_Mode_Mode_Y_,1268535,routine_entry,matches
Full_Screen_Dump_Lo_Res_,1268566,routine_entry,matches
Full_Screen_Dump_Mode_X_,1268597,routine_entry,matches
Full_Screen_Dump_Mode_X240_,1268628,routine_entry,matches
Full_Screen_Dump_Mode_Y_,1268659,routine_entry,matches
Partial_Screen_Dump_Lo_Res_,1268690,routine_entry,matches
Partial_Screen_Dump_Mode_X_,1268721,routine_entry,matches
Partial_Screen_Dump_Mode_X240_,1268752,routine_entry,matches
Partial_Screen_Dump_Mode_Y_,1268783,routine_entry,matches
Masked_Screen_Dump_Lo_Res_,1268814,routine_entry,matches
Masked_Screen_Dump_Mode_X_,1268845,routine_entry,matches
Masked_Screen_Dump_Mode_X240_,1268876,routine_entry,matches
Masked_Screen_Dump_Mode_Y_,1268907,routine_entry,matches
Copy_Off_To_On_Lo_Res_,1268938,routine_entry,matches
Copy_Off_To_On_Mode_X_,1268977,routine_entry,matches
Copy_Off_To_On_Mode_X240_,1269016,routine_entry,matches
Copy_Off_To_On_Mode_Y_,1269055,routine_entry,matches
Save_Mouse_Lo_Res_,1269094,routine_entry,matches
Save_Mouse_Mode_X_,1269125,routine_entry,matches
Save_Mouse_Mode_X240_,1269156,routine_entry,matches
Save_Mouse_Mode_Y_,1269187,routine_entry,matches
Restore_Mouse_Lo_Res_,1269218,routine_entry,matches
Restore_Mouse_Mode_X_,1269249,routine_entry,matches
Restore_Mouse_Mode_X240_,1269280,routine_entry,matches
Restore_Mouse_Mode_Y_,1269311,routine_entry,matches
Draw_Mouse_Lo_Res_,1269342,routine_entry,matches
Draw_Mouse_Mode_X_,1269373,routine_entry,matches
Draw_Mouse_Mode_X240_,1269404,routine_entry,matches
Draw_Mouse_Mode_Y_,1269435,routine_entry,matches
Save_Video_State_Lo_Res_,1269466,routine_entry,matches
Save_Video_State_Mode_X_,1269497,routine_entry,matches
Save_Video_State_Mode_X240_,1269528,routine_entry,matches
Save_Video_State_Mode_Y_,1269559,routine_entry,matches
Restore_Video_State_Lo_Res_,1269590,routine_entry,matches
Restore_Video_State_Mode_X_,1269621,routine_entry,matches
Restore_Video_State_Mode_X240_,1269652,routine_entry,matches
Restore_Video_State_Mode_Y_,1269683,routine_entry,matches
Test_For_Vesa_,1269714,routine_entry,shorter+unresolved
Get_Vesa_Total_Memory_,1269953,routine_entry,shorter+unresolved
Get_Vesa_Granularity_,1270256,routine_entry,shorter+unresolved
Set_Video_Mode_Vesa_,1270600,routine_entry,shorter+unresolved
__prtf_,1270711,routine_entry,matches+unresolved
getprintspecs_,1271638,routine_entry,matches
evalflags_,1271956,routine_entry,matches
far_strlen_,1272051,routine_entry,matches
far_other_strlen_,1272087,routine_entry,matches
fmt4hex_,1272122,routine_entry,matches
FixedPoint_Format_,1272216,routine_entry,matches
float_format_,1272461,routine_entry,matches
formstring_,1272468,routine_entry,matches
zupstr_,1273725,routine_entry,matches
__set_EDOM_,1273749,routine_entry,matches
__set_errno_,1273754,routine_entry,matches
__set_ERANGE_,1273766,routine_entry,matches
__set_EINVAL_,1273773,routine_entry,matches
__set_doserrno_,1273789,routine_entry,matches
open_,1273801,routine_entry,matches
sopen_,1273837,routine_entry,matches+unresolved
__set_binary_,1274326,routine_entry,matches
__allocfp_,1274427,routine_entry,matches
__freefp_,1274593,routine_entry,matches
__purgefp_,1274650,routine_entry,matches
__chktty_,1274680,routine_entry,shorter
getpid_,1274730,routine_entry,matches
__flush_,1274736,routine_entry,matches
ftell_,1274953,routine_entry,matches
_lseek_,1275019,routine_entry,matches
lseek_,1275019,routine_entry,matches
__close_,1275086,routine_entry,matches
__ioalloc_,1275139,routine_entry,matches
__qread_,1275258,routine_entry,shorter
Fill_Column_,1275292,routine_entry,matches
Fill_Region_,1275323,routine_entry,matches
Interlaced_Fill_Column_,1275371,routine_entry,matches
Interlaced_Fill_Region_,1275404,routine_entry,matches
Tri_Interlaced_Fill_Column_,1275486,routine_entry,matches
Tri_Interlaced_Fill_Region_,1275544,routine_entry,matches
Tint_Fill_Column_,1275683,routine_entry,matches
Tint_Fill_Region_,1275744,routine_entry,shorter
Shear_X_Negative_,1275828,routine_entry,matches
Shear_X_Positive_,1275855,routine_entry,matches
Shear_Y_Negative_,1275885,routine_entry,matches
Shear_Y_Positive_,1275942,routine_entry,matches
Flip_Bitmap_Left_Same_,1276030,routine_entry,matches
Flip_Bitmap_Left_Different_,1276070,routine_entry,matches
Flip_Bitmap_Down_Same_,1276099,routine_entry,matches
Flip_Bitmap_Down_Different_,1276143,routine_entry,matches
Capture_Screen_Block_,1276187,routine_entry,matches
Enlarge_Bitmap_,1276213,routine_entry,shorter+unresolved
Reduce_Bitmap_,1276434,routine_entry,shorter+unresolved
Vanish_Bitmap_Pixels_,1276604,routine_entry,matches
Outline_Bitmap_Pixels_,1276809,routine_entry,shorter+unresolved
Outline_Bitmap_Pixels_No_Glass_,1277034,routine_entry,shorter+unresolved
Bitmap_Aura_Pixels_,1277267,routine_entry,matches
Transpose_Bitmap_Clockwise_,1277360,routine_entry,matches
Transpose_Bitmap_Counter_,1277415,routine_entry,matches
Tint_Bitmap_Pixels_,1277475,routine_entry,matches
Gray_Scale_Fill_Pixels_,1277537,routine_entry,matches
Jumble_Bitmap_Pixels_,1277599,routine_entry,matches
Mask_Bitmap_Pixels_,1277758,routine_entry,matches
Mask_Brighten_Bitmap_Pixels_,1277819,routine_entry,matches
Mask_Bitmap_Pixels_Inverse_,1277919,routine_entry,matches
Mask_Bitmap_Colors_Pixels_,1277980,routine_entry,matches
Texture_Map_Pixels_PUPV_,1278086,routine_entry,matches
Texture_Map_Pixels_NUPV_,1278152,routine_entry,matches
Texture_Map_Pixels_PUNV_,1278218,routine_entry,matches
Texture_Map_Pixels_NUNV_,1278284,routine_entry,matches
Gray_Scale_Off_Page_ASM_,1278350,routine_entry,matches
Interlace_Scale_Off_Page_ASM_,1278402,routine_entry,shorter+unresolved
__STOSB,1278496,routine_entry,shorter
__STOSD,1278551,routine_entry,matches
__qwrite_,1278659,routine_entry,matches
fputc_,1278775,routine_entry,matches
_dosret0_,1278939,routine_entry,matches
_dosretax_,1278946,routine_entry,matches
__set_errno_dos_,1278950,routine_entry,matches
tell_,1279063,routine_entry,matches
clock_value_,1279080,routine_entry,matches
__clock_init_,1279171,routine_entry,matches
__clock_,1279182,routine_entry,matches
flushall_,1279222,routine_entry,matches
__flushall_,1279227,routine_entry,shorter
Draw_Animated_Sprite_,1279276,routine_entry,matches
Draw_Bitmap_Sprite_,1279411,routine_entry,matches
Color_Stream_Copy_,1279493,routine_entry,matches
Clipped_Draw_Bitmap_Sprite_,1279517,routine_entry,matches
Clipped_Draw_Glassed_Bitmap_Sprite_,1279968,routine_entry,matches
Clipped_Draw_Animated_Sprite_,1280500,routine_entry,matches
Clipped_Draw_Glassed_Animated_Sprite_,1281075,routine_entry,matches
Clipped_Draw_Stenciled_Animated_Sprite_,1281879,routine_entry,matches
AClipped_Draw_Stenciled_Animated_Sprite_,1282936,routine_entry,shorter+unresolved
_dos_getvect_,1284057,routine_entry,matches
_dos_setvect_,1284107,routine_entry,shorter
SMACKSOUNDMSSLITEDONE,1284160,routine_entry,shorter
SMACKSOUNDMSSLITEINITWITHSTART,1284192,routine_entry,shorter
SMACKSOUNDUSEMSS,1284240,routine_entry,shorter
MSSLOWSOUNDVOLPAN,1284432,routine_entry,shorter
MSSSMACKTIMERDONE,1284544,routine_entry,shorter
MSSSMACKTIMERSETUP,1284640,routine_entry,shorter+unresolved
MSSWINSMACKTIMERREAD,1284880,routine_entry,shorter
MSSSMACKTIMERREAD,1284912,routine_entry,shorter
MSS_INT,1285040,routine_entry,shorter
MSSLOWSOUNDCLOSE,1285056,routine_entry,shorter
MSSLOWSOUNDPURGE,1285184,routine_entry,shorter
MSSLOWSOUNDOPEN,1285248,routine_entry,shorter
doinit_,1285696,routine_entry,shorter
MSSLOWSOUNDPLAYED,1285840,routine_entry,shorter
MSSLOWSOUNDCHECK,1285920,routine_entry,shorter
SMACKWRAPCOPY,1286160,routine_entry,shorter
SMACKWAIT,1286288,routine_entry,shorter+unresolved
SMACKSOUNDCHECK,1286576,routine_entry,matches
SMACKVOLUMEPAN,1286592,routine_entry,shorter+unresolved
SMACKSOUNDINTRACK,1286752,routine_entry,shorter+unresolved
SMACKTOBUFFERRECT,1286864,routine_entry,shorter+unresolved
SMACKGOTO,1287504,routine_entry,matches
SMACKGETTRACKDATA,1287552,routine_entry,shorter
SMACKCOLORREMAP,1287868,routine_entry,shorter+unresolved
SMACKCOLORTRANS,1288736,routine_entry,shorter
SMACKTOBUFFER,1288768,routine_entry,matches+unresolved
SMACKTOSCREEN,1289312,routine_entry,shorter
PutWidths_,1290688,routine_entry,shorter
SMACKNEXTFRAME,1290752,routine_entry,shorter
SMACKSUMMARY,1290928,routine_entry,shorter
timeframe_,1291184,routine_entry,shorter+unresolved
SMACKDOFRAME,1291472,routine_entry,shorter+unresolved
doskip_,1291696,routine_entry,shorter
soundnext_,1291808,routine_entry,shorter+unresolved
SMACKCLOSE,1292464,routine_entry,shorter+unresolved
SMACKSOUNDONOFF,1292800,routine_entry,shorter+unresolved
SMACKFRAMERATE,1293328,routine_entry,matches
SMACKSIMULATE,1293360,routine_entry,shorter
SMACKOPEN,1293376,routine_entry,shorter+unresolved
GetFirstTrack_,1295504,routine_entry,shorter
soundopen_,1295552,routine_entry,shorter
setuptheframe_,1296192,routine_entry,shorter+unresolved
gotoframe_,1297056,routine_entry,shorter+unresolved
readframe_,1297680,routine_entry,shorter
blockread_,1297744,routine_entry,matches
backgroundload_,1298432,routine_entry,shorter
smkmalloc_,1298704,routine_entry,matches
abs_,1298745,routine_entry,matches
ungetc_,1298752,routine_entry,matches
cget_,1298882,routine_entry,matches
uncget_,1298889,routine_entry,matches
__scnf_,1298897,routine_entry,matches
get_opt_,1299480,routine_entry,matches
scan_white_,1299725,routine_entry,matches
scan_char_,1299788,routine_entry,matches
scan_string_,1299937,routine_entry,matches
report_scan_,1300228,routine_entry,matches
makelist_,1300322,routine_entry,matches
scan_arb_,1300389,routine_entry,matches
scan_float_,1300639,routine_entry,matches+unresolved
scan_int_,1301430,routine_entry,matches
radix_value_,1301926,routine_entry,matches
cgetw_,1301965,routine_entry,matches
ComInit_,1302003,routine_entry,matches+unresolved
ComEnd_,1302394,routine_entry,shorter+unresolved
ComDoComms_,1302570,routine_entry,matches
ComSendUserMessage_,1302633,routine_entry,matches+unresolved
GetMessages_,1303026,routine_entry,matches
HandleUserMessage_,1303311,routine_entry,matches
ComReleaseComms_,1303593,routine_entry,matches
SendKeepAlive_,1303659,routine_entry,matches+unresolved
HandleKeepAlive_,1303929,routine_entry,matches
CheckKeepAlive_,1304264,routine_entry,matches
SendPDU_,1304410,routine_entry,matches
hostInDescStation_,1304563,routine_entry,matches
setHostLastKeepAlive_,1304659,routine_entry,matches
InitModemTransportLayer_,1304752,routine_entry,matches+unresolved
UninitModemTransportLayer_,1304929,routine_entry,shorter+unresolved
Send_Receive_Ack_,1305006,routine_entry,matches
Send_Receive_Nack_,1305102,routine_entry,matches
Modem_Send_Message_,1305198,routine_entry,matches
Modem_Status_,1305266,routine_entry,matches
Send_Modem_Message_,1305332,routine_entry,matches+unresolved
Get_Received_Ack_,1305927,routine_entry,matches
Modem_Clear_,1306018,routine_entry,matches
Modem_Update_,1306073,routine_entry,matches+unresolved
Receive_Modem_Packet_,1306229,routine_entry,matches+unresolved
StartNovellConnection_,1307039,routine_entry,shorter+unresolved
NetOpen_,1307287,routine_entry,matches
NetSend_,1307379,routine_entry,matches+unresolved
NetPoll_,1307701,routine_entry,matches
NetEnd_,1307854,routine_entry,shorter+unresolved
EnterNet_,1308049,routine_entry,matches
SendAssertStationPDU_,1308807,routine_entry,shorter+unresolved
AddHostToDescStation_,1308986,routine_entry,matches+unresolved
AddThisHostToDescStation_,1309511,routine_entry,matches
RemoveHostFromDescStation_,1309872,routine_entry,matches
GetTempStationID_,1310011,routine_entry,matches
Get_Network_Address_,1310149,routine_entry,shorter+unresolved
Load_Kernel_,1310438,routine_entry,matches
__doserror_,1310732,routine_entry,matches
